Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2025-12-13,Dinner,554.9,13.5,3.8,1.1,8.9,0.0,50.0,923.5,630.4,57.8,10.6,21.4,51.7,16.0,120.4,47.0,15.2,
2025-12-13,Lunch,1055.9,44.3,22.0,0.0,0.0,0.1,92.6,2931.0,0.0,124.6,9.1,21.5,49.4,69.0,0.0,38.2,78.0,
2025-12-13,Snacks,384.0,14.3,3.1,7.1,4.0,0.0,0.0,422.0,274.0,59.6,6.8,20.8,6.5,0.0,15.3,61.2,3.1,
2025-12-14,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-14,Dinner,877.9,29.3,5.0,3.9,8.2,0.1,84.2,821.2,1204.3,111.2,7.4,13.0,38.8,8.6,72.9,6.7,20.4,
2025-12-14,Lunch,681.2,22.0,7.2,2.5,11.1,0.0,73.3,1068.8,857.4,97.3,24.4,37.1,32.0,7.8,91.5,19.0,22.7,
2025-12-14,Snacks,355.0,4.5,2.5,0.1,0.0,0.0,50.0,255.0,320.0,39.0,6.0,29.0,41.4,10.0,110.0,42.0,4.2,
2025-12-15,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-15,Dinner,877.9,29.3,5.0,3.9,8.2,0.1,84.2,821.2,1204.3,111.2,7.4,13.0,38.8,8.6,72.9,6.7,20.4,
2025-12-15,Lunch,760.0,22.0,9.0,0.0,0.0,0.0,0.0,1895.0,0.0,35.0,19.0,10.0,45.0,17.0,32.0,26.0,35.0,
2025-12-15,Snacks,458.7,10.3,5.8,0.6,2.9,0.0,39.5,64.6,609.8,73.9,9.5,54.6,14.8,4.1,8.0,15.4,6.9,
2025-12-16,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-16,Dinner,760.0,34.0,16.0,0.0,0.0,0.0,200.0,2380.0,0.0,64.0,6.0,8.0,44.0,0.0,0.0,40.0,40.0,
2025-12-16,Lunch,1067.3,53.4,9.5,6.0,5.1,0.0,115.0,1004.7,583.2,78.1,7.3,10.8,66.0,0.0,71.3,15.7,58.9,
2025-12-16,Snacks,364.0,3.4,2.0,0.2,0.1,0.0,20.0,106.8,386.8,40.6,3.7,33.4,21.0,0.0,23.8,20.3,2.2,
2025-12-17,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-17,Dinner,237.8,2.8,0.0,1.0,0.9,0.0,0.0,193.0,239.5,46.1,7.8,26.0,7.8,0.0,8.0,12.9,20.4,
2025-12-17,Lunch,938.0,47.0,10.0,0.0,17.0,0.0,118.0,2053.0,0.0,70.0,22.0,0.0,62.0,0.0,0.0,0.0,0.0,
2025-12-17,Snacks,798.6,29.6,10.3,8.8,6.6,0.4,78.6,877.5,587.0,104.6,7.4,42.7,32.9,4.2,21.8,32.5,27.8,
2025-12-18,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-18,Dinner,625.0,29.0,9.5,5.5,2.5,0.0,97.5,1065.0,770.5,50.5,4.0,17.0,35.0,0.0,0.0,29.3,22.8,
2025-12-18,Lunch,694.9,14.1,3.9,1.2,8.9,0.0,50.0,934.7,1141.8,92.4,15.5,41.1,53.6,19.6,224.0,54.1,17.1,
2025-12-18,Snacks,502.2,16.6,8.2,1.6,3.7,0.0,89.2,380.4,480.4,58.5,4.0,35.8,32.7,3.1,0.0,39.5,21.0,
2025-12-19,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-19,Dinner,1152.6,54.3,23.6,5.8,2.1,0.1,98.4,3133.7,14.4,125.9,9.1,22.6,49.7,69.0,0.0,38.8,78.4,
2025-12-19,Lunch,759.9,14.4,3.9,1.3,8.9,0.0,50.0,924.7,1172.8,108.8,19.7,50.8,53.4,19.5,138.7,53.9,17.5,
2025-12-20,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-20,Dinner,360.0,4.4,2.6,0.1,0.0,0.0,50.0,256.2,622.4,42.0,3.1,28.4,42.3,13.5,112.3,46.9,2.5,
2025-12-20,Lunch,1152.6,54.3,23.6,5.8,2.1,0.1,98.4,3133.7,14.4,125.9,9.1,22.6,49.7,69.0,0.0,38.8,78.4,
2025-12-20,Snacks,428.7,12.6,6.2,1.3,2.1,0.0,76.3,118.9,618.1,59.0,13.5,33.3,25.4,1.8,74.3,25.4,11.1,
2025-12-21,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-21,Dinner,986.4,43.7,14.0,3.1,8.0,0.0,141.6,2313.9,1074.2,79.6,8.0,20.6,60.1,3.2,0.0,45.5,48.0,
2025-12-21,Lunch,789.1,47.7,14.2,6.6,21.5,0.2,432.9,1315.7,1218.8,46.8,7.1,18.4,46.1,169.6,363.7,74.5,15.6,
2025-12-21,Snacks,200.0,5.5,2.0,0.1,0.0,0.0,1.3,75.0,120.0,37.5,6.0,24.0,0.7,0.0,8.0,1.0,4.0,
2025-12-22,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-22,Dinner,664.1,20.6,8.4,2.4,6.8,0.3,87.7,737.3,739.5,82.9,9.7,3.9,35.8,45.2,3.4,18.9,27.4,
2025-12-22,Lunch,957.4,21.5,5.1,1.8,12.1,0.0,62.0,1702.6,1735.1,115.4,17.8,42.3,80.8,9.6,261.2,73.6,28.7,
2025-12-22,Snacks,400.0,24.0,6.0,0.0,0.0,0.0,10.0,190.0,0.0,44.0,2.0,20.0,4.0,0.0,0.0,12.0,0.0,
2025-12-23,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-23,Dinner,877.9,29.3,5.0,3.9,8.2,0.1,84.2,821.2,1204.3,111.2,7.4,13.0,38.8,8.6,72.9,6.7,20.4,
2025-12-23,Lunch,629.7,12.2,5.1,0.1,0.0,0.0,47.5,415.4,1368.8,80.8,7.7,56.0,49.7,3.6,242.8,56.6,8.7,
2025-12-23,Snacks,589.0,49.9,9.5,25.7,13.3,0.0,19.3,122.1,146.7,38.7,5.3,0.0,5.3,0.0,0.0,0.0,5.9,
2025-12-24,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-24,Dinner,702.3,23.4,4.0,3.1,6.6,0.1,67.4,656.9,963.5,89.0,6.0,10.4,31.0,6.9,58.3,5.4,16.3,
2025-12-24,Lunch,1423.0,69.3,36.4,3.5,15.6,0.4,464.4,1795.5,1249.2,140.5,5.1,77.0,61.0,44.0,27.0,113.5,26.0,
2025-12-24,Snacks,200.0,5.5,2.0,0.1,0.0,0.0,1.3,75.0,120.0,37.5,6.0,24.0,0.7,0.0,8.0,1.0,4.0,
2025-12-25,Breakfast,1061.4,53.1,20.9,3.8,15.9,4.0,592.7,1882.6,914.8,107.0,3.5,55.2,42.4,24.2,93.5,44.7,34.4,
2025-12-25,Dinner,795.0,28.0,9.7,7.6,5.1,0.0,80.0,2095.0,337.1,93.6,11.6,21.0,41.6,0.0,58.0,76.1,20.6,
2025-12-25,Lunch,874.9,21.6,6.4,1.2,8.9,0.0,47.5,1079.7,1541.8,113.4,15.5,53.1,59.1,9.6,222.0,62.1,21.1,
2025-12-25,Snacks,601.9,0.0,0.0,0.0,0.0,0.0,0.0,110.3,3.3,150.3,0.0,104.5,3.3,0.0,0.0,0.3,0.0,
2025-12-26,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-26,Dinner,1152.6,54.3,23.6,5.8,2.1,0.1,98.4,3133.7,14.4,125.9,9.1,22.6,49.7,69.0,0.0,38.8,78.4,
2025-12-26,Lunch,674.9,11.6,2.4,1.2,8.9,0.0,45.0,929.7,1541.8,86.4,15.5,35.1,58.6,9.6,222.0,62.1,17.1,
2025-12-26,Snacks,838.7,10.0,4.0,0.0,0.0,0.0,2.5,166.0,0.0,60.1,0.0,37.2,3.7,0.0,0.0,0.0,4.0,
2025-12-27,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-27,Dinner,877.8,59.5,35.5,0.7,5.0,0.0,261.7,984.8,182.4,61.2,8.5,6.1,22.0,3.2,60.4,45.3,17.1,
2025-12-27,Lunch,1055.9,44.3,22.0,0.0,0.0,0.1,92.6,2931.0,0.0,124.6,9.1,21.5,49.4,69.0,0.0,38.2,78.0,
2025-12-27,Snacks,998.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,
2025-12-28,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-28,Dinner,550.9,11.0,2.3,1.1,8.9,0.0,46.0,942.5,1110.4,53.0,10.6,16.6,59.3,6.0,118.4,62.6,15.2,
2025-12-28,Lunch,877.8,59.5,35.5,0.7,5.0,0.0,261.7,984.8,182.4,61.2,8.5,6.1,22.0,3.2,60.4,45.3,17.1,
2025-12-28,Snacks,1003.1,22.1,7.9,6.9,5.3,0.0,22.9,898.5,269.7,183.8,9.6,71.0,21.2,0.0,8.0,56.4,22.3,
2025-12-29,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-29,Dinner,590.9,18.2,9.1,0.0,0.0,0.5,30.3,1166.7,378.8,78.8,4.5,18.2,28.8,0.0,0.0,37.9,29.5,
2025-12-29,Lunch,814.5,25.3,5.6,3.6,14.0,0.0,50.0,705.0,769.7,104.8,8.0,53.6,47.9,10.0,25.6,49.6,22.2,
2025-12-29,Snacks,1412.4,30.3,24.2,2.0,2.0,0.0,10.0,614.7,320.2,255.3,4.1,175.5,37.0,10.0,2.0,62.1,40.5,
2025-12-30,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-30,Dinner,928.4,42.3,0.1,0.1,0.1,0.0,0.0,1178.2,375.5,136.1,2.8,10.4,34.8,0.0,144.0,6.2,14.4,
2025-12-30,Lunch,631.9,13.9,3.8,1.3,9.0,0.0,50.0,924.9,734.4,77.4,13.8,34.8,52.7,16.0,142.2,47.8,17.3,
2025-12-31,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-31,Dinner,1143.5,73.3,24.5,3.3,6.3,2.1,101.2,1087.1,724.3,89.2,5.9,23.9,33.8,30.0,7.2,65.7,53.5,
2025-12-31,Lunch,584.5,34.1,8.1,1.0,0.0,0.0,98.3,1385.6,1206.0,25.5,5.7,8.5,42.5,0.0,0.0,21.6,14.1,
2025-12-31,Snacks,58.2,1.8,1.1,0.0,0.0,0.0,10.9,247.3,58.2,2.2,0.0,2.2,10.2,0.0,0.0,5.1,0.0,
2026-01-01,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2026-01-01,Dinner,935.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,
2026-01-01,Lunch,977.7,63.8,22.0,9.8,23.9,0.0,630.8,1025.4,958.2,70.0,4.1,21.6,30.8,8.0,0.0,40.4,16.6,
2026-01-01,Snacks,140.0,3.0,2.0,0.0,0.0,0.0,20.0,105.0,282.0,8.0,0.5,7.0,20.0,0.0,0.0,19.5,0.0,
2026-01-02,Breakfast,310.0,17.0,3.0,1.5,12.0,0.0,0.0,345.0,285.0,31.0,3.0,4.0,11.0,0.0,0.0,8.0,12.0,
2026-01-02,Dinner,1152.6,54.3,23.6,5.8,2.1,0.1,98.4,3133.7,14.4,125.9,9.1,22.6,49.7,69.0,0.0,38.8,78.4,
2026-01-02,Lunch,802.6,25.0,5.0,3.8,14.1,0.0,20.0,556.4,698.6,116.0,16.0,57.4,36.5,0.0,31.4,29.4,24.3,
2026-01-02,Snacks,365.0,5.0,2.5,0.0,0.0,0.0,50.0,280.0,670.0,42.0,5.0,30.0,44.0,10.0,102.0,49.0,10.0,
2026-01-03,Breakfast,430.0,20.0,4.8,1.5,12.0,0.0,12.0,495.0,285.0,45.4,3.0,18.4,20.6,12.0,2.4,44.0,12.0,
2026-01-03,Dinner,877.8,59.5,35.5,0.7,5.0,0.0,261.7,984.8,182.4,61.2,8.5,6.1,22.0,3.2,60.4,45.3,17.1,
2026-01-03,Lunch,1055.9,44.3,22.0,0.0,0.0,0.1,92.6,2931.0,0.0,124.6,9.1,21.5,49.4,69.0,0.0,38.2,78.0,
2026-01-03,Snacks,351.3,4.4,1.9,0.7,0.2,0.0,19.0,511.3,397.9,63.2,12.9,38.3,20.7,0.0,173.1,12.2,5.1,
2026-01-04,Breakfast,430.0,20.0,4.8,1.5,12.0,0.0,12.0,495.0,285.0,45.4,3.0,18.4,20.6,12.0,2.4,44.0,12.0,
2026-01-04,Dinner,806.7,32.9,8.0,0.9,4.0,1.0,75.5,669.6,1100.9,89.0,6.0,10.4,35.1,2.5,58.3,3.5,21.6,
2026-01-04,Lunch,769.8,20.4,9.5,2.0,2.0,0.0,120.0,1823.5,534.7,73.1,7.3,29.9,74.2,10.1,314.7,70.2,21.3,
2026-01-04,Snacks,276.4,3.9,2.0,0.3,0.1,0.0,19.0,432.9,411.4,49.5,7.8,37.1,19.1,0.0,35.5,10.8,3.2,
2026-01-05,Breakfast,430.0,20.0,4.8,1.5,12.0,0.0,12.0,495.0,285.0,45.4,3.0,18.4,20.6,12.0,2.4,44.0,12.0,
2026-01-05,Dinner,818.2,47.3,29.1,0.0,0.0,0.0,236.4,2327.3,170.9,58.2,3.6,3.6,41.8,0.0,0.0,45.5,3.6,
2026-01-05,Lunch,760.0,22.0,9.0,0.0,0.0,0.0,0.0,1895.0,0.0,35.0,19.0,10.0,45.0,17.0,32.0,26.0,35.0,
2026-01-05,Snacks,230.2,4.2,2.0,0.7,0.2,0.0,20.0,106.7,538.8,28.4,12.4,14.5,22.0,0.0,73.1,22.9,5.1,
2026-01-06,Breakfast,430.0,20.0,4.8,1.5,12.0,0.0,12.0,495.0,285.0,45.4,3.0,18.4,20.6,12.0,2.4,44.0,12.0,
2026-01-06,Dinner,806.7,32.9,8.0,0.9,4.0,1.0,75.5,669.6,1100.9,89.0,6.0,10.4,35.1,2.5,58.3,3.5,21.6,
2026-01-06,Lunch,739.0,41.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,5.0,0.0,36.0,0.0,0.0,0.0,0.0,
2026-01-06,Snacks,391.0,4.3,2.5,0.1,0.0,0.0,50.0,257.7,496.5,50.6,3.8,40.8,42.5,10.0,318.7,44.5,6.6,
2026-01-07,Breakfast,430.0,20.0,4.8,1.5,12.0,0.0,12.0,495.0,285.0,45.4,3.0,18.4,20.6,12.0,2.4,44.0,12.0,
2026-01-07,Dinner,680.0,32.8,7.8,5.5,2.5,0.0,80.0,1145.0,747.5,61.3,4.5,15.5,34.5,4.0,0.0,23.5,21.3,
2026-01-07,Lunch,1227.5,58.3,2.6,0.0,0.0,0.0,0.0,315.0,0.0,117.8,12.0,3.0,48.0,0.0,1.5,3.0,4.5,
2026-01-08,Breakfast,430.0,20.0,4.8,1.5,12.0,0.0,12.0,495.0,285.0,45.4,3.0,18.4,20.6,12.0,2.4,44.0,12.0,
2026-01-08,Dinner,804.8,15.8,2.6,0.1,0.0,0.0,50.0,274.7,787.1,100.1,6.4,38.3,71.5,13.6,285.0,49.1,5.4,
2026-01-08,Lunch,1200.0,63.5,26.5,0.0,0.0,0.0,137.0,2514.0,0.0,94.5,10.5,22.0,53.0,0.0,0.0,0.0,0.0,
2026-01-09,Breakfast,430.0,20.0,4.8,1.5,12.0,0.0,12.0,495.0,285.0,45.4,3.0,18.4,20.6,12.0,2.4,44.0,12.0,
2026-01-09,Dinner,1072.7,49.0,22.9,5.8,2.1,0.3,118.7,2647.9,14.4,111.1,6.1,10.9,57.3,41.0,4.0,34.6,26.4,
2026-01-09,Lunch,705.0,35.0,7.0,0.0,0.0,0.0,107.5,1730.0,1076.0,45.5,7.0,24.5,46.5,0.0,0.0,21.0,29.5,
2026-01-09,Snacks,211.3,3.4,2.0,0.2,0.1,0.0,20.0,106.3,378.3,26.1,3.5,19.5,20.9,0.0,20.2,20.3,1.9,
2026-01-10,Breakfast,430.0,20.0,4.8,1.5,12.0,0.0,12.0,495.0,285.0,45.4,3.0,18.4,20.6,12.0,2.4,44.0,12.0,
2026-01-10,Dinner,750.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,
2026-01-10,Lunch,976.0,39.0,21.3,0.0,0.0,0.3,112.9,2445.2,0.0,109.8,6.1,9.8,57.0,41.0,4.0,34.0,26.0,
2026-01-10,Snacks,100.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,120.0,24.0,6.0,15.0,0.4,0.0,8.0,1.0,2.0,
2026-01-11,Breakfast,430.0,20.0,4.8,1.5,12.0,0.0,12.0,495.0,285.0,45.4,3.0,18.4,20.6,12.0,2.4,44.0,12.0,
2026-01-11,Dinner,963.6,44.9,23.0,3.7,13.7,0.0,181.1,937.7,1006.0,110.4,11.7,58.5,32.1,39.3,62.6,30.4,26.5,
2026-01-11,Lunch,840.7,13.3,3.4,1.2,8.9,0.0,86.0,1092.2,1897.5,97.1,17.0,42.9,85.8,9.6,301.4,81.7,20.6,
2026-01-11,Snacks,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,14.0,4.0,16.0,2.0,0.0,0.0,0.0,0.0,
2026-01-12,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2026-01-12,Dinner,960.0,56.0,15.0,0.0,0.0,0.0,90.0,1800.0,480.0,78.0,8.0,30.0,40.0,0.0,0.0,82.0,31.1,
2026-01-12,Lunch,760.0,22.0,9.0,0.0,0.0,0.0,0.0,1895.0,0.0,35.0,19.0,10.0,45.0,17.0,32.0,26.0,35.0,
2026-01-12,Snacks,240.0,3.5,2.0,0.1,0.0,0.0,20.0,105.0,402.0,32.0,6.5,22.0,20.4,0.0,8.0,20.5,2.0,
2026-01-13,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2026-01-13,Dinner,700.0,32.0,8.0,11.5,5.0,0.0,85.0,805.0,984.0,55.0,5.0,23.0,43.0,4.0,0.0,31.0,25.6,
2026-01-13,Lunch,674.0,36.0,5.0,0.0,0.0,0.0,148.0,1945.0,0.0,55.0,9.0,10.0,34.0,0.0,0.0,0.0,0.0,
2026-01-13,Snacks,594.3,24.1,12.4,2.1,7.0,0.0,99.4,859.0,786.3,67.8,9.9,36.6,27.7,19.7,58.1,26.3,15.9,
2026-01-14,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2026-01-14,Dinner,749.5,24.8,8.2,5.7,6.4,0.0,49.3,2599.8,1690.3,98.1,20.9,26.3,35.4,0.5,12.6,47.4,42.8,
2026-01-14,Lunch,943.0,43.1,8.8,4.1,3.4,0.0,115.0,999.9,552.6,76.4,6.7,10.8,59.6,0.0,71.3,14.8,56.1,
2026-01-14,Snacks,310.2,4.2,2.0,0.7,0.2,0.0,20.0,106.7,978.8,42.4,16.4,30.5,24.0,0.0,73.1,22.9,5.1,
2026-01-15,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2026-01-15,Dinner,685.0,38.0,8.0,1.0,0.0,0.0,87.5,1670.0,1340.0,45.5,7.0,24.5,44.5,0.0,0.0,22.8,17.5,
2026-01-15,Lunch,704.7,11.8,2.4,1.2,8.9,0.0,45.0,938.2,1617.5,92.9,17.0,39.7,59.2,9.6,301.4,63.1,18.4,
2026-01-15,Snacks,820.8,28.1,14.8,2.2,8.1,0.0,94.6,152.6,585.5,144.3,13.0,88.8,8.3,19.7,76.3,7.2,20.1,
2026-01-16,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2026-01-16,Dinner,760.0,22.0,9.0,0.0,0.0,0.0,0.0,1895.0,0.0,35.0,19.0,10.0,45.0,17.0,32.0,26.0,35.0,
2026-01-16,Lunch,755.0,31.0,8.0,0.0,0.0,0.0,115.0,1380.0,0.0,78.0,5.0,9.0,40.0,0.0,0.0,0.0,0.0,
2026-01-16,Snacks,413.3,6.2,1.1,1.8,1.9,0.0,0.0,53.6,618.7,95.2,23.1,58.2,5.8,0.0,144.9,6.1,14.0,
2026-01-17,Breakfast,480.0,29.0,10.0,0.0,0.0,0.0,165.0,890.0,0.0,34.0,1.0,2.0,18.0,8.0,0.0,35.0,20.0,
2026-01-17,Dinner,451.3,25.5,5.7,11.0,7.6,0.0,33.8,976.0,389.8,37.0,5.3,7.5,18.5,0.0,22.5,16.4,12.9,
2026-01-17,Lunch,812.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,
2026-01-17,Snacks,688.3,20.0,11.8,0.0,0.0,0.8,66.3,436.9,390.0,89.8,4.8,68.9,41.3,22.5,0.0,87.5,36.3,
2026-01-18,Breakfast,525.0,19.5,4.5,1.5,2.5,0.0,39.0,1175.0,722.0,52.0,2.0,24.0,32.0,0.0,6.0,53.0,14.0,
2026-01-18,Dinner,948.0,50.2,12.0,0.0,0.0,0.0,81.0,2180.0,0.0,117.0,5.4,0.0,16.0,0.0,0.0,0.0,0.0,
2026-01-18,Lunch,1215.0,47.7,7.4,4.2,6.8,0.0,40.0,2567.6,279.6,143.3,12.5,5.7,43.2,41.0,51.5,34.8,44.2,
2026-01-18,Snacks,140.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,36.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,
2026-01-19,Breakfast,467.5,17.5,4.1,0.0,0.0,0.0,15.0,461.3,510.0,54.0,2.8,23.8,28.3,0.0,0.0,52.0,12.1,
2026-01-19,Dinner,849.0,39.7,9.0,0.0,0.0,0.0,98.0,1912.0,600.0,86.0,3.4,8.0,46.0,0.0,100.0,49.0,2.2,
2026-01-19,Lunch,820.0,35.0,7.0,17.0,8.5,0.2,65.0,1460.0,1110.0,95.0,8.0,11.0,33.0,6.0,23.0,6.0,26.0,
2026-01-19,Snacks,610.0,14.5,4.5,0.1,0.0,0.0,0.0,92.5,725.0,113.5,11.5,90.0,6.9,0.0,8.0,5.5,7.0,
2026-01-20,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2026-01-20,Dinner,1228.5,69.5,29.7,3.3,13.6,0.5,213.4,932.4,1753.5,132.1,13.6,51.9,40.8,39.3,9.0,33.3,56.7,
2026-01-20,Lunch,740.7,12.4,2.4,1.6,9.3,0.0,45.0,1004.8,1555.5,98.0,15.5,42.2,61.7,9.5,128.7,66.7,24.4,
2026-01-20,Snacks,80.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,19.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,
2026-01-21,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2026-01-21,Dinner,928.4,36.7,6.0,3.1,6.6,0.1,67.4,869.7,1282.7,111.6,10.0,26.4,35.0,6.9,58.3,13.4,23.7,
2026-01-21,Lunch,943.0,38.3,2.4,3.9,7.6,0.0,0.0,250.0,897.0,104.2,10.9,15.3,50.3,126.0,123.0,2.0,3.4,
2026-01-22,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2026-01-22,Dinner,680.0,30.0,14.0,0.0,0.0,0.0,130.0,2060.0,0.0,64.0,4.0,6.0,36.0,0.0,0.0,30.0,40.0,
2026-01-22,Lunch,702.3,23.4,4.0,3.1,6.6,0.1,67.4,656.9,963.5,89.0,6.0,10.4,31.0,6.9,58.3,5.4,16.3,
2026-01-22,Snacks,428.1,7.3,5.0,0.5,0.1,0.0,42.5,366.7,915.6,46.3,18.0,22.3,54.4,0.0,159.5,20.9,17.0,
2026-01-23,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2026-01-23,Dinner,1152.6,54.3,23.6,5.8,2.1,0.1,98.4,3133.7,14.4,125.9,9.1,22.6,49.7,69.0,0.0,38.8,78.4,
2026-01-23,Lunch,650.0,38.0,8.0,1.0,0.0,0.0,105.0,1495.0,1291.0,31.5,7.0,10.5,44.5,0.0,0.0,26.6,19.4,
2026-01-23,Snacks,167.9,2.0,0.0,0.2,0.1,0.0,0.0,0.0,97.2,22.9,2.7,11.3,13.5,0.2,15.3,1.4,2.1,
2026-01-24,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2026-01-24,Dinner,1050.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,
2026-01-24,Lunch,1038.2,55.2,11.0,18.6,8.9,0.4,196.9,1479.4,935.1,68.9,6.4,7.3,66.2,64.8,6.8,32.5,21.8,
2026-01-24,Snacks,100.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,120.0,24.0,6.0,15.0,0.4,0.0,8.0,1.0,2.0,
2026-01-25,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2026-01-25,Dinner,1408.0,59.8,30.1,0.0,0.0,0.2,152.6,4121.8,0.0,156.7,10.2,24.7,73.7,80.0,4.0,72.2,104.0,
2026-01-25,Lunch,1055.9,44.3,22.0,0.0,0.0,0.1,92.6,2931.0,0.0,124.6,9.1,21.5,49.4,69.0,0.0,38.2,78.0,
